id,handle,first_name,last_name,email,street,city,state,gender_identity,real_food_affinity,luxury_brand_affinity,tech_gadget_affinity,travel_affinity,cost_per_impression
953,mlithcowqg,Mickey,Lithcow,mlithcowqg@domainmarket.com,52816 Crowley Road,New York City,New York,Agender,0.47,0.38,0.66,0.36,18
955,zmatschkeqi,Zuzana,Matschke,zmatschkeqi@cpanel.net,30580 4th Alley,Charleston,South Carolina,Female,0.81,0.33,0.68,0.75,100
956,keltonqj,Kendra,Elton,keltonqj@eventbrite.com,23 Oak Valley Place,Bismarck,North Dakota,Non-binary,0.45,0.37,0.18,0.18,15
957,hhavertyqk,Henry,Haverty,hhavertyqk@theguardian.com,49004 Springs Drive,Austin,Texas,Bigender,0.52,0.37,0.25,0.58,70
958,msurmeyersql,Matthew,Surmeyers,msurmeyersql@psu.edu,8033 Sycamore Way,Charlotte,North Carolina,Male,0.12,0.26,0.73,0.37,31
959,bcodlingqm,Bettine,Codling,bcodlingqm@comcast.net,1 Huxley Point,Nashville,Tennessee,Female,0.28,0.53,0.69,0.66,36
960,dbarrackqn,Dorena,Barrack,dbarrackqn@histats.com,97 Sloan Hill,Springfield,Ohio,Male,0.6,0.36,0.21,0.27,54
961,mkingsfordqo,Magda,Kingsford,mkingsfordqo@thetimes.co.uk,730 Forster Place,Bakersfield,California,Bigender,0.99,0.18,0.25,0.45,97
962,cbirchnerqp,Carlita,Birchner,cbirchnerqp@blinklist.com,98 Northfield Avenue,Houston,Texas,Genderqueer,0.13,0.92,0.51,0.1,62
963,jnoarqq,Jerome,Noar,jnoarqq@com.com,22 Grayhawk Terrace,Shreveport,Louisiana,Genderqueer,0.79,0.51,0.05,0.93,1
964,cepinayqr,Cathi,Epinay,cepinayqr@yellowpages.com,48 Raven Court,Houston,Texas,Polygender,0.12,0.54,1.0,0.47,29
965,lratleyqs,Luther,Ratley,lratleyqs@1und1.de,1 Coolidge Avenue,Denver,Colorado,Genderfluid,0.49,0.02,0.95,0.32,74
966,jclimarqt,Jarrad,Climar,jclimarqt@amazon.com,571 Northland Lane,Chattanooga,Tennessee,Male,0.74,0.72,0.85,0.72,74
967,amcgraithqu,Alexandre,McGraith,amcgraithqu@walmart.com,58 Jackson Circle,Shawnee Mission,Kansas,Agender,0.17,0.42,0.54,0.5,0
968,aundyqv,Amerigo,Undy,aundyqv@webeden.co.uk,2194 Calypso Trail,Honolulu,Hawaii,Male,0.16,0.55,0.9,0.15,88
969,mantonichqw,Maddie,Antonich,mantonichqw@cargocollective.com,17386 Almo Pass,Shreveport,Louisiana,Male,0.71,0.27,0.7,0.48,46
970,cgoodlettqx,Carmon,Goodlett,cgoodlettqx@myspace.com,1048 Pond Plaza,Rochester,New York,Male,0.22,0.3,0.77,0.7,18
971,smcruvieqy,Starlene,McRuvie,smcruvieqy@hostgator.com,20 Mccormick Terrace,Killeen,Texas,Male,0.96,0.42,0.17,0.68,24
972,jmccluskeyqz,Joni,McCluskey,jmccluskeyqz@berkeley.edu,1184 Leroy Place,Dallas,Texas,Non-binary,0.8,0.18,0.37,0.17,81
973,cdavidsenr0,Constanta,Davidsen,cdavidsenr0@pagesperso-orange.fr,42 Hansons Way,Gilbert,Arizona,Male,0.19,0.51,0.56,0.97,2
974,gkidgellr1,Gauthier,Kidgell,gkidgellr1@hostgator.com,1212 Del Sol Place,Cincinnati,Ohio,Polygender,0.58,0.51,0.06,0.5,86
975,boverburyr2,Biddy,Overbury,boverburyr2@dedecms.com,10 Walton Pass,Omaha,Nebraska,Male,0.08,0.37,0.39,0.6,9
976,pdaintyr3,Preston,Dainty,pdaintyr3@yahoo.com,3805 Alpine Lane,Canton,Ohio,Bigender,0.84,0.57,0.92,0.05,91
977,lmayhour4,Leigh,Mayhou,lmayhour4@bravesites.com,58 Lakewood Gardens Circle,Houston,Texas,Genderqueer,0.03,0.11,0.27,0.39,46
978,jklemencicr5,Joell,Klemencic,jklemencicr5@wikia.com,5158 Redwing Drive,Washington,District of Columbia,Agender,0.37,0.71,0.19,0.29,44
979,lcuestar6,Lovell,Cuesta,lcuestar6@printfriendly.com,6 Buhler Park,Tulsa,Oklahoma,Male,0.02,0.37,0.73,0.32,29
980,rboylanr7,Rickie,Boylan,rboylanr7@zdnet.com,2 Jana Hill,Midland,Michigan,Male,0.99,0.4,0.15,0.34,80
981,jdowningr8,Jeddy,Downing,jdowningr8@tripod.com,810 International Avenue,Los Angeles,California,Non-binary,0.19,0.1,0.52,0.9,86
982,mmaestror9,Minne,Maestro,mmaestror9@reference.com,806 Paget Way,Fort Lauderdale,Florida,Non-binary,0.07,0.56,0.34,0.35,100
983,nlerwellra,Noel,Lerwell,nlerwellra@people.com.cn,7351 Kim Terrace,Burbank,California,Genderfluid,0.19,0.92,0.24,0.32,10
984,haltyrb,Humfrey,Alty,haltyrb@technorati.com,30 Lerdahl Avenue,Fort Wayne,Indiana,Non-binary,0.06,0.71,0.24,0.79,81
985,calcoranrc,Clemens,Alcoran,calcoranrc@home.pl,1 Holmberg Park,Washington,District of Columbia,Male,0.78,0.98,0.87,0.5,45
986,hsheafrd,Hugibert,Sheaf,hsheafrd@reddit.com,67 Oxford Avenue,Vancouver,Washington,Agender,0.65,0.23,0.96,0.85,6
987,bambroschre,Benjie,Ambrosch,bambroschre@scribd.com,20 Michigan Terrace,Iowa City,Iowa,Genderqueer,0.78,0.62,0.56,0.42,78
988,abourtoumieuxrf,Aprilette,Bourtoumieux,abourtoumieuxrf@huffingtonpost.com,856 Westport Parkway,Las Vegas,Nevada,Genderqueer,0.04,0.71,0.99,0.43,79
989,ibithellrg,Iago,Bithell,ibithellrg@kickstarter.com,83 Blaine Point,Southfield,Michigan,Polygender,0.51,0.13,0.34,0.57,72
990,sbrockrh,Sylas,Brock,sbrockrh@hatena.ne.jp,74 Mcbride Avenue,Fort Collins,Colorado,Female,0.12,0.45,0.22,0.37,65
991,wbartosikri,Winni,Bartosik,wbartosikri@altervista.org,706 Pine View Avenue,Amarillo,Texas,Non-binary,0.6,0.59,0.98,0.16,95
992,bshirilrj,Brandi,Shiril,bshirilrj@shop-pro.jp,71 Cordelia Plaza,Tuscaloosa,Alabama,Genderqueer,0.88,0.53,0.56,0.25,63
993,rrobathonrk,Rowan,Robathon,rrobathonrk@dmoz.com,848 Straubel Park,Austin,Texas,Genderfluid,0.59,0.37,0.45,0.64,81
994,lclearerl,Lindy,Cleare,lclearerl@google.com.br,7669 Nova Circle,Idaho Falls,Idaho,Genderfluid,0.25,0.4,0.12,0.63,78
995,shedonrm,Sharleen,Hedon,shedonrm@blogs.com,01488 Sullivan Alley,Abilene,Texas,Male,0.59,0.48,0.88,0.05,22
996,bdeeneyrn,Billy,Deeney,bdeeneyrn@fastcompany.com,01 Washington Alley,Roanoke,Virginia,Male,0.47,0.01,0.32,0.79,16
998,llairdrp,Lucian,Laird,llairdrp@opera.com,30754 Moose Junction,New Orleans,Louisiana,Genderfluid,0.51,0.34,0.95,0.08,63
999,aloughlanrq,Adelice,Loughlan,aloughlanrq@biblegateway.com,40 Delaware Hill,Marietta,Georgia,Male,0.38,0.66,0.36,0.85,92
1000,ewittkerr,Eddy,Wittke,ewittkerr@bizjournals.com,476 Amoth Street,Detroit,Michigan,Bigender,0.59,0.97,0.6,0.85,32
